Date,Open,High,Low,Close,Adj Close,Volume
2011-06-03,10.040000,10.040000,10.040000,10.040000,8.373951,0
2011-06-06,10.040000,10.040000,10.040000,10.040000,8.373951,0
2011-06-07,10.020000,10.020000,10.020000,10.020000,8.357268,0
2011-06-08,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-06-09,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-06-10,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-06-13,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-06-14,10.010000,10.010000,10.010000,10.010000,8.348931,0
2011-06-15,10.010000,10.010000,10.010000,10.010000,8.348931,0
2011-06-16,10.020000,10.020000,10.020000,10.020000,8.357268,0
2011-06-17,10.020000,10.020000,10.020000,10.020000,8.357268,0
2011-06-20,10.020000,10.020000,10.020000,10.020000,8.357268,0
2011-06-21,10.020000,10.020000,10.020000,10.020000,8.357268,0
2011-06-22,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-06-23,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-06-24,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-06-27,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-06-28,10.020000,10.020000,10.020000,10.020000,8.357268,0
2011-06-29,9.990000,9.990000,9.990000,9.990000,8.332252,0
2011-06-30,9.960000,9.960000,9.960000,9.960000,8.307229,0
2011-07-01,9.950000,9.950000,9.950000,9.950000,8.298884,0
2011-07-05,9.950000,9.950000,9.950000,9.950000,8.298884,0
2011-07-06,9.950000,9.950000,9.950000,9.950000,8.298884,0
2011-07-07,9.940000,9.940000,9.940000,9.940000,8.290548,0
2011-07-08,9.960000,9.960000,9.960000,9.960000,8.307229,0
2011-07-11,9.990000,9.990000,9.990000,9.990000,8.332252,0
2011-07-12,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-07-13,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-07-14,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-07-15,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-07-18,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-07-19,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-07-20,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-07-21,10.020000,10.020000,10.020000,10.020000,8.357268,0
2011-07-22,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-07-25,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-07-26,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-07-27,10.030000,10.030000,10.030000,10.030000,8.365611,0
2011-07-28,10.020000,10.020000,10.020000,10.020000,8.357268,0
2011-07-29,10.050000,10.050000,10.050000,10.050000,8.382294,0
2011-08-01,10.080000,10.080000,10.080000,10.080000,8.407321,0
2011-08-02,10.140000,10.140000,10.140000,10.140000,8.457358,0
2011-08-03,10.220000,10.220000,10.220000,10.220000,8.524079,0
2011-08-04,10.280000,10.280000,10.280000,10.280000,8.574130,0
2011-08-05,10.280000,10.280000,10.280000,10.280000,8.574130,0
2011-08-08,10.280000,10.280000,10.280000,10.280000,8.574130,0
2011-08-09,10.280000,10.280000,10.280000,10.280000,8.574130,0
2011-08-10,10.350000,10.350000,10.350000,10.350000,8.632508,0
2011-08-11,10.360000,10.360000,10.360000,10.360000,8.640850,0
2011-08-12,10.360000,10.360000,10.360000,10.360000,8.640850,0
2011-08-15,10.360000,10.360000,10.360000,10.360000,8.640850,0
2011-08-16,10.390000,10.390000,10.390000,10.390000,8.665874,0
2011-08-17,10.390000,10.390000,10.390000,10.390000,8.665874,0
2011-08-18,10.440000,10.440000,10.440000,10.440000,8.707572,0
2011-08-19,10.450000,10.450000,10.450000,10.450000,8.715915,0
2011-08-22,10.450000,10.450000,10.450000,10.450000,8.715915,0
2011-08-23,10.410000,10.410000,10.410000,10.410000,8.682552,0
2011-08-24,10.360000,10.360000,10.360000,10.360000,8.640850,0
2011-08-25,10.360000,10.360000,10.360000,10.360000,8.640850,0
2011-08-26,10.350000,10.350000,10.350000,10.350000,8.632508,0
2011-08-29,10.340000,10.340000,10.340000,10.340000,8.624168,0
2011-08-30,10.350000,10.350000,10.350000,10.350000,8.632508,0
2011-08-31,10.360000,10.360000,10.360000,10.360000,8.640850,0
2011-09-01,10.370000,10.370000,10.370000,10.370000,8.649191,0
2011-09-02,10.420000,10.420000,10.420000,10.420000,8.690891,0
2011-09-06,10.470000,10.470000,10.470000,10.470000,8.732594,0
2011-09-07,10.490000,10.490000,10.490000,10.490000,8.749276,0
2011-09-08,10.490000,10.490000,10.490000,10.490000,8.749276,0
2011-09-09,10.500000,10.500000,10.500000,10.500000,8.757621,0
2011-09-12,10.500000,10.500000,10.500000,10.500000,8.757621,0
2011-09-13,10.500000,10.500000,10.500000,10.500000,8.757621,0
2011-09-14,10.490000,10.490000,10.490000,10.490000,8.749276,0
2011-09-15,10.470000,10.470000,10.470000,10.470000,8.732594,0
2011-09-16,10.470000,10.470000,10.470000,10.470000,8.732594,0
2011-09-19,10.470000,10.470000,10.470000,10.470000,8.732594,0
2011-09-20,10.470000,10.470000,10.470000,10.470000,8.732594,0
2011-09-21,10.500000,10.500000,10.500000,10.500000,8.757621,0
2011-09-22,10.590000,10.590000,10.590000,10.590000,8.832685,0
2011-09-23,10.590000,10.590000,10.590000,10.590000,8.832685,0
2011-09-26,10.550000,10.550000,10.550000,10.550000,8.799324,0
2011-09-27,10.500000,10.500000,10.500000,10.500000,8.757621,0
2011-09-28,10.430000,10.430000,10.430000,10.430000,8.699235,0
2011-09-29,10.410000,10.410000,10.410000,10.410000,8.682552,0
2011-09-30,10.400000,10.400000,10.400000,10.400000,8.674215,0
2011-10-03,10.390000,10.390000,10.390000,10.390000,8.665874,0
2011-10-04,10.340000,10.340000,10.340000,10.340000,8.624168,0
2011-10-05,10.230000,10.230000,10.230000,10.230000,8.532425,0
2011-10-06,10.150000,10.150000,10.150000,10.150000,8.465702,0
2011-10-07,10.140000,10.140000,10.140000,10.140000,8.457358,0
2011-10-10,10.140000,10.140000,10.140000,10.140000,8.457358,0
2011-10-11,10.130000,10.130000,10.130000,10.130000,8.449021,0
2011-10-12,10.100000,10.100000,10.100000,10.100000,8.423993,0
2011-10-13,10.120000,10.120000,10.120000,10.120000,8.440675,0
2011-10-14,10.120000,10.120000,10.120000,10.120000,8.440675,0
2011-10-17,10.140000,10.140000,10.140000,10.140000,8.457358,0
2011-10-18,10.200000,10.200000,10.200000,10.200000,8.507401,0
2011-10-19,10.210000,10.210000,10.210000,10.210000,8.515742,0
2011-10-20,10.220000,10.220000,10.220000,10.220000,8.524079,0
2011-10-21,10.220000,10.220000,10.220000,10.220000,8.524079,0
2011-10-24,10.220000,10.220000,10.220000,10.220000,8.524079,0
2011-10-25,10.220000,10.220000,10.220000,10.220000,8.524079,0
2011-10-26,10.250000,10.250000,10.250000,10.250000,8.549104,0
2011-10-27,10.200000,10.200000,10.200000,10.200000,8.507401,0
2011-10-28,10.200000,10.200000,10.200000,10.200000,8.507401,0
2011-10-31,10.250000,10.250000,10.250000,10.250000,8.549104,0
2011-11-01,10.330000,10.330000,10.330000,10.330000,8.615830,0
2011-11-02,10.330000,10.330000,10.330000,10.330000,8.615830,0
2011-11-03,10.320000,10.320000,10.320000,10.320000,8.607488,0
2011-11-04,10.330000,10.330000,10.330000,10.330000,8.615830,0
2011-11-07,10.340000,10.340000,10.340000,10.340000,8.624168,0
2011-11-08,10.340000,10.340000,10.340000,10.340000,8.624168,0
2011-11-09,10.380000,10.380000,10.380000,10.380000,8.657536,0
2011-11-10,10.360000,10.360000,10.360000,10.360000,8.640850,0
2011-11-11,10.360000,10.360000,10.360000,10.360000,8.640850,0
2011-11-14,10.340000,10.340000,10.340000,10.340000,8.624168,0
2011-11-15,10.310000,10.310000,10.310000,10.310000,8.599150,0
2011-11-16,10.310000,10.310000,10.310000,10.310000,8.599150,0
2011-11-17,10.340000,10.340000,10.340000,10.340000,8.624168,0
2011-11-18,10.360000,10.360000,10.360000,10.360000,8.640850,0
2011-11-21,10.380000,10.380000,10.380000,10.380000,8.657536,0
2011-11-22,10.390000,10.390000,10.390000,10.390000,8.665874,0
2011-11-23,10.400000,10.400000,10.400000,10.400000,8.674215,0
2011-11-25,10.400000,10.400000,10.400000,10.400000,8.674215,0
2011-11-28,10.390000,10.390000,10.390000,10.390000,8.665874,0
2011-11-29,10.390000,10.390000,10.390000,10.390000,8.665874,0
2011-11-30,10.400000,10.400000,10.400000,10.400000,8.674215,0
2011-12-01,10.400000,10.400000,10.400000,10.400000,8.674215,0
2011-12-02,10.420000,10.420000,10.420000,10.420000,8.690891,0
2011-12-05,10.430000,10.430000,10.430000,10.430000,8.699235,0
2011-12-06,10.500000,10.500000,10.500000,10.500000,8.757621,0
2011-12-07,10.560000,10.560000,10.560000,10.560000,8.807666,0
2011-12-08,10.580000,10.580000,10.580000,10.580000,8.824346,0
2011-12-09,10.590000,10.590000,10.590000,10.590000,8.832685,0
2011-12-12,10.590000,10.590000,10.590000,10.590000,8.832685,0
2011-12-13,10.600000,10.600000,10.600000,10.600000,8.841029,0
2011-12-14,10.610000,10.610000,10.610000,10.610000,8.849367,0
2011-12-15,10.620000,10.620000,10.620000,10.620000,8.857702,0
2011-12-16,10.610000,10.610000,10.610000,10.610000,8.849367,0
2011-12-19,10.620000,10.620000,10.620000,10.620000,8.857702,0
2011-12-20,10.620000,10.620000,10.620000,10.620000,8.857702,0
2011-12-21,10.620000,10.620000,10.620000,10.620000,8.857702,0
2011-12-22,10.630000,10.630000,10.630000,10.630000,8.866053,0
2011-12-23,10.640000,10.640000,10.640000,10.640000,8.874391,0
2011-12-27,10.640000,10.640000,10.640000,10.640000,8.874391,0
2011-12-28,10.670000,10.670000,10.670000,10.670000,8.899407,0
2011-12-29,10.690000,10.690000,10.690000,10.690000,8.916084,0
2011-12-30,10.720000,10.720000,10.720000,10.720000,8.941110,0
2012-01-03,10.720000,10.720000,10.720000,10.720000,8.941110,0
2012-01-04,10.730000,10.730000,10.730000,10.730000,8.949453,0
2012-01-05,10.730000,10.730000,10.730000,10.730000,8.949453,0
2012-01-06,10.750000,10.750000,10.750000,10.750000,8.966132,0
2012-01-09,10.760000,10.760000,10.760000,10.760000,8.974472,0
2012-01-10,10.770000,10.770000,10.770000,10.770000,8.982813,0
2012-01-11,10.790000,10.790000,10.790000,10.790000,8.999494,0
2012-01-12,10.820000,10.820000,10.820000,10.820000,9.024516,0
2012-01-13,10.850000,10.850000,10.850000,10.850000,9.049540,0
2012-01-17,10.870000,10.870000,10.870000,10.870000,9.066218,0
2012-01-18,10.890000,10.890000,10.890000,10.890000,9.082902,0
2012-01-19,10.840000,10.840000,10.840000,10.840000,9.041203,0
2012-01-20,10.780000,10.780000,10.780000,10.780000,8.991151,0
2012-01-23,10.750000,10.750000,10.750000,10.750000,8.966132,0
2012-01-24,10.750000,10.750000,10.750000,10.750000,8.966132,0
2012-01-25,10.800000,10.800000,10.800000,10.800000,9.007837,0
2012-01-26,10.820000,10.820000,10.820000,10.820000,9.024516,0
2012-01-27,10.840000,10.840000,10.840000,10.840000,9.041203,0
2012-01-30,10.890000,10.890000,10.890000,10.890000,9.082902,0
2012-01-31,10.920000,10.920000,10.920000,10.920000,9.128040,0
2012-02-01,10.920000,10.920000,10.920000,10.920000,9.128040,0
2012-02-02,10.920000,10.920000,10.920000,10.920000,9.128040,0
2012-02-03,10.860000,10.860000,10.860000,10.860000,9.077889,0
2012-02-06,10.850000,10.850000,10.850000,10.850000,9.069527,0
2012-02-07,10.810000,10.810000,10.810000,10.810000,9.036087,0
2012-02-08,10.800000,10.800000,10.800000,10.800000,9.027735,0
2012-02-09,10.800000,10.800000,10.800000,10.800000,9.027735,0
2012-02-10,10.820000,10.820000,10.820000,10.820000,9.044448,0
2012-02-13,10.820000,10.820000,10.820000,10.820000,9.044448,0
2012-02-14,10.840000,10.840000,10.840000,10.840000,9.061173,0
2012-02-15,10.840000,10.840000,10.840000,10.840000,9.061173,0
2012-02-16,10.850000,10.850000,10.850000,10.850000,9.069527,0
2012-02-17,10.850000,10.850000,10.850000,10.850000,9.069527,0
2012-02-21,10.830000,10.830000,10.830000,10.830000,9.052813,0
2012-02-22,10.810000,10.810000,10.810000,10.810000,9.036087,0
2012-02-23,10.810000,10.810000,10.810000,10.810000,9.036087,0
2012-02-24,10.820000,10.820000,10.820000,10.820000,9.044448,0
2012-02-27,10.830000,10.830000,10.830000,10.830000,9.052813,0
2012-02-28,10.840000,10.840000,10.840000,10.840000,9.061173,0
2012-02-29,10.830000,10.830000,10.830000,10.830000,9.070385,0
2012-03-01,10.790000,10.790000,10.790000,10.790000,9.036879,0
2012-03-02,10.780000,10.780000,10.780000,10.780000,9.028507,0
2012-03-05,10.750000,10.750000,10.750000,10.750000,9.003378,0
2012-03-06,10.720000,10.720000,10.720000,10.720000,8.978256,0
2012-03-07,10.690000,10.690000,10.690000,10.690000,8.953129,0
2012-03-08,10.670000,10.670000,10.670000,10.670000,8.936378,0
2012-03-09,10.680000,10.680000,10.680000,10.680000,8.944755,0
2012-03-12,10.700000,10.700000,10.700000,10.700000,8.961505,0
2012-03-13,10.690000,10.690000,10.690000,10.690000,8.953129,0
2012-03-14,10.600000,10.600000,10.600000,10.600000,8.877752,0
2012-03-15,10.580000,10.580000,10.580000,10.580000,8.861004,0
2012-03-16,10.540000,10.540000,10.540000,10.540000,8.827500,0
2012-03-19,10.520000,10.520000,10.520000,10.520000,8.810753,0
2012-03-20,10.480000,10.480000,10.480000,10.480000,8.777247,0
2012-03-21,10.490000,10.490000,10.490000,10.490000,8.785625,0
2012-03-22,10.540000,10.540000,10.540000,10.540000,8.827500,0
2012-03-23,10.610000,10.610000,10.610000,10.610000,8.886129,0
2012-03-26,10.630000,10.630000,10.630000,10.630000,8.902880,0
2012-03-27,10.680000,10.680000,10.680000,10.680000,8.944755,0
2012-03-28,10.680000,10.680000,10.680000,10.680000,8.944755,0
2012-03-29,10.680000,10.680000,10.680000,10.680000,8.944755,0
2012-03-30,10.660000,10.660000,10.660000,10.660000,8.947271,0
2012-04-02,10.660000,10.660000,10.660000,10.660000,8.947271,0
2012-04-03,10.640000,10.640000,10.640000,10.640000,8.930481,0
2012-04-04,10.640000,10.640000,10.640000,10.640000,8.930481,0
2012-04-05,10.670000,10.670000,10.670000,10.670000,8.955665,0
2012-04-09,10.790000,10.790000,10.790000,10.790000,9.056382,0
2012-04-10,10.810000,10.810000,10.810000,10.810000,9.073171,0
2012-04-11,10.780000,10.780000,10.780000,10.780000,9.047993,0
2012-04-12,10.760000,10.760000,10.760000,10.760000,9.031200,0
2012-04-13,10.770000,10.770000,10.770000,10.770000,9.039602,0
2012-04-16,10.780000,10.780000,10.780000,10.780000,9.047993,0
2012-04-17,10.780000,10.780000,10.780000,10.780000,9.047993,0
2012-04-18,10.800000,10.800000,10.800000,10.800000,9.064781,0
2012-04-19,10.820000,10.820000,10.820000,10.820000,9.081565,0
2012-04-20,10.830000,10.830000,10.830000,10.830000,9.089961,0
2012-04-23,10.850000,10.850000,10.850000,10.850000,9.106746,0
2012-04-24,10.850000,10.850000,10.850000,10.850000,9.106746,0
2012-04-25,10.840000,10.840000,10.840000,10.840000,9.098354,0
2012-04-26,10.840000,10.840000,10.840000,10.840000,9.098354,0
2012-04-27,10.840000,10.840000,10.840000,10.840000,9.098354,0
2012-04-30,10.840000,10.840000,10.840000,10.840000,9.116858,0
2012-05-01,10.840000,10.840000,10.840000,10.840000,9.116858,0
2012-05-02,10.860000,10.860000,10.860000,10.860000,9.133676,0
2012-05-03,10.860000,10.860000,10.860000,10.860000,9.133676,0
2012-05-04,10.880000,10.880000,10.880000,10.880000,9.150496,0
2012-05-07,10.900000,10.900000,10.900000,10.900000,9.167317,0
2012-05-08,10.930000,10.930000,10.930000,10.930000,9.192549,0
2012-05-09,10.950000,10.950000,10.950000,10.950000,9.209369,0
2012-05-10,10.930000,10.930000,10.930000,10.930000,9.192549,0
2012-05-11,10.940000,10.940000,10.940000,10.940000,9.200959,0
2012-05-14,10.960000,10.960000,10.960000,10.960000,9.217780,0
2012-05-15,10.950000,10.950000,10.950000,10.950000,9.209369,0
2012-05-16,10.900000,10.900000,10.900000,10.900000,9.167317,0
2012-05-17,10.910000,10.910000,10.910000,10.910000,9.175728,0
2012-05-18,10.910000,10.910000,10.910000,10.910000,9.175728,0
2012-05-21,10.910000,10.910000,10.910000,10.910000,9.175728,0
2012-05-22,10.880000,10.880000,10.880000,10.880000,9.150496,0
2012-05-23,10.880000,10.880000,10.880000,10.880000,9.150496,0
2012-05-24,10.880000,10.880000,10.880000,10.880000,9.150496,0
2012-05-25,10.880000,10.880000,10.880000,10.880000,9.150496,0
2012-05-29,10.880000,10.880000,10.880000,10.880000,9.150496,0
2012-05-30,10.890000,10.890000,10.890000,10.890000,9.158906,0
2012-05-31,10.900000,10.900000,10.900000,10.900000,9.186718,0
2012-06-01,10.940000,10.940000,10.940000,10.940000,9.220435,0
2012-06-04,10.930000,10.930000,10.930000,10.930000,9.212004,0
2012-06-05,10.910000,10.910000,10.910000,10.910000,9.195148,0
2012-06-06,10.860000,10.860000,10.860000,10.860000,9.153008,0
2012-06-07,10.830000,10.830000,10.830000,10.830000,9.127720,0
2012-06-08,10.830000,10.830000,10.830000,10.830000,9.127720,0
2012-06-11,10.830000,10.830000,10.830000,10.830000,9.127720,0
2012-06-12,10.810000,10.810000,10.810000,10.810000,9.110864,0
2012-06-13,10.820000,10.820000,10.820000,10.820000,9.119291,0
2012-06-14,10.840000,10.840000,10.840000,10.840000,9.136147,0
2012-06-15,10.850000,10.850000,10.850000,10.850000,9.144581,0
2012-06-18,10.850000,10.850000,10.850000,10.850000,9.144581,0
2012-06-19,10.850000,10.850000,10.850000,10.850000,9.144581,0
2012-06-20,10.840000,10.840000,10.840000,10.840000,9.136147,0
2012-06-21,10.850000,10.850000,10.850000,10.850000,9.144581,0
2012-06-22,10.840000,10.840000,10.840000,10.840000,9.136147,0
2012-06-25,10.850000,10.850000,10.850000,10.850000,9.144581,0
2012-06-26,10.840000,10.840000,10.840000,10.840000,9.136147,0
2012-06-27,10.840000,10.840000,10.840000,10.840000,9.136147,0
2012-06-28,10.840000,10.840000,10.840000,10.840000,9.136147,0
2012-06-29,10.840000,10.840000,10.840000,10.840000,9.155581,0
2012-07-02,10.850000,10.850000,10.850000,10.850000,9.164021,0
2012-07-03,10.850000,10.850000,10.850000,10.850000,9.164021,0
2012-07-05,10.860000,10.860000,10.860000,10.860000,9.172475,0
2012-07-06,10.870000,10.870000,10.870000,10.870000,9.180914,0
2012-07-09,10.890000,10.890000,10.890000,10.890000,9.197808,0
2012-07-10,10.910000,10.910000,10.910000,10.910000,9.214698,0
2012-07-11,10.910000,10.910000,10.910000,10.910000,9.214698,0
2012-07-12,10.940000,10.940000,10.940000,10.940000,9.240039,0
2012-07-13,10.940000,10.940000,10.940000,10.940000,9.240039,0
2012-07-16,10.950000,10.950000,10.950000,10.950000,9.248482,0
2012-07-17,10.950000,10.950000,10.950000,10.950000,9.248482,0
2012-07-18,10.950000,10.950000,10.950000,10.950000,9.248482,0
2012-07-19,10.950000,10.950000,10.950000,10.950000,9.248482,0
2012-07-20,10.970000,10.970000,10.970000,10.970000,9.265372,0
2012-07-23,11.000000,11.000000,11.000000,11.000000,9.290709,0
2012-07-24,11.020000,11.020000,11.020000,11.020000,9.307608,0
2012-07-25,11.030000,11.030000,11.030000,11.030000,9.316051,0
2012-07-26,11.040000,11.040000,11.040000,11.040000,9.324494,0
2012-07-27,11.010000,11.010000,11.010000,11.010000,9.299163,0
2012-07-30,11.000000,11.000000,11.000000,11.000000,9.290709,0
2012-07-31,11.000000,11.000000,11.000000,11.000000,9.310178,0
2012-08-01,11.000000,11.000000,11.000000,11.000000,9.310178,0
2012-08-02,11.000000,11.000000,11.000000,11.000000,9.310178,0
